project_id,project_type,source
VCS1350,natural gas electricity generation,berkeley carbon trading project
VCS1351,afforestation/reforestation,berkeley carbon trading project
VCS1352,wind,berkeley carbon trading project
VCS1353,wind,berkeley carbon trading project
VCS1354,university campus emission reductions,berkeley carbon trading project
VCS1355,re bundled,berkeley carbon trading project
VCS1356,wind,berkeley carbon trading project
VCS1357,waste heat recovery,berkeley carbon trading project
VCS1358,waste heat recovery,berkeley carbon trading project
VCS1359,redd+,berkeley carbon trading project
VCS136,wind,berkeley carbon trading project
VCS1360,redd+,berkeley carbon trading project
VCS1361,afforestation/reforestation,berkeley carbon trading project
VCS1362,solar - centralized,berkeley carbon trading project
VCS1363,solar - centralized,berkeley carbon trading project
VCS1364,hydropower,berkeley carbon trading project
VCS1365,wind,berkeley carbon trading project
VCS1366,wind,berkeley carbon trading project
VCS1367,improved forest management,berkeley carbon trading project
VCS1368,wind,berkeley carbon trading project
VCS1369,waste heat recovery,berkeley carbon trading project
VCS137,wind,berkeley carbon trading project
VCS1370,waste heat recovery,berkeley carbon trading project
VCS1371,waste heat recovery,berkeley carbon trading project
VCS1372,hydropower,berkeley carbon trading project
VCS1373,university campus emission reductions,berkeley carbon trading project
VCS1374,university campus emission reductions,berkeley carbon trading project
VCS1375,university campus emission reductions,berkeley carbon trading project
VCS1376,university campus emission reductions,berkeley carbon trading project
VCS1377,improved forest management,berkeley carbon trading project
VCS1378,afforestation/reforestation,berkeley carbon trading project
VCS1379,university campus emission reductions,berkeley carbon trading project
VCS138,landfill methane,berkeley carbon trading project
VCS1380,hydropower,berkeley carbon trading project
VCS1381,redd+,berkeley carbon trading project
VCS1382,redd+,berkeley carbon trading project
VCS1383,university campus emission reductions,berkeley carbon trading project
VCS1384,redd+,berkeley carbon trading project
VCS1385,hydropower,berkeley carbon trading project
VCS1386,biomass,berkeley carbon trading project
VCS1387,biomass,berkeley carbon trading project
VCS1388,biomass,berkeley carbon trading project
VCS1389,redd+,berkeley carbon trading project
VCS139,biomass,berkeley carbon trading project
VCS1390,redd+,berkeley carbon trading project
VCS1391,redd+,berkeley carbon trading project
VCS1392,redd+,berkeley carbon trading project
VCS1393,methane recovery in wastewater,berkeley carbon trading project
VCS1394,hydropower,berkeley carbon trading project
VCS1395,redd+,berkeley carbon trading project
VCS1396,redd+,berkeley carbon trading project
VCS1397,afforestation/reforestation,berkeley carbon trading project
VCS1398,redd+,berkeley carbon trading project
VCS1399,redd+,berkeley carbon trading project
VCS14,methane recovery in wastewater,berkeley carbon trading project
VCS140,wind,berkeley carbon trading project
VCS1400,redd+,berkeley carbon trading project
VCS1401,solar - centralized,berkeley carbon trading project
VCS1402,hydropower,berkeley carbon trading project
VCS1403,redd+,berkeley carbon trading project
VCS1404,wind,berkeley carbon trading project
VCS1405,natural gas electricity generation,berkeley carbon trading project
VCS1406,solar - centralized,berkeley carbon trading project
VCS1407,university campus emission reductions,berkeley carbon trading project
VCS1408,redd+,berkeley carbon trading project
VCS1409,hydropower,berkeley carbon trading project
VCS141,hydropower,berkeley carbon trading project
VCS1410,solar - centralized,berkeley carbon trading project
VCS1411,solar - centralized,berkeley carbon trading project
VCS1412,hydropower,berkeley carbon trading project
VCS1413,solar - centralized,berkeley carbon trading project
VCS1414,afforestation/reforestation,berkeley carbon trading project
VCS1415,university campus emission reductions,berkeley carbon trading project
VCS1416,geothermal,berkeley carbon trading project
VCS1417,solar - centralized,berkeley carbon trading project
VCS1418,re bundled,berkeley carbon trading project
VCS1419,wind,berkeley carbon trading project
VCS142,afforestation/reforestation,berkeley carbon trading project
VCS1420,hydropower,berkeley carbon trading project
VCS1421,biomass,berkeley carbon trading project
VCS1422,wind,berkeley carbon trading project
VCS1423,hydropower,berkeley carbon trading project
VCS1424,hydropower,berkeley carbon trading project
VCS1425,hydropower,berkeley carbon trading project
VCS1426,hydropower,berkeley carbon trading project
VCS1427,hydropower,berkeley carbon trading project
VCS1429,afforestation/reforestation,berkeley carbon trading project
VCS143,biomass,berkeley carbon trading project
VCS1430,solar - centralized,berkeley carbon trading project
VCS1431,biomass,berkeley carbon trading project
VCS1432,biomass,berkeley carbon trading project
VCS1433,hydropower,berkeley carbon trading project
VCS1434,afforestation/reforestation,berkeley carbon trading project
VCS1435,wind,berkeley carbon trading project
VCS1436,university campus emission reductions,berkeley carbon trading project
VCS1437,wind,berkeley carbon trading project
VCS1438,wind,berkeley carbon trading project
VCS1439,wind,berkeley carbon trading project
VCS144,geothermal,berkeley carbon trading project
VCS1440,landfill methane,berkeley carbon trading project
VCS1441,re bundled,berkeley carbon trading project
VCS1442,re bundled,berkeley carbon trading project
VCS1443,afforestation/reforestation,berkeley carbon trading project
VCS1444,solar - centralized,berkeley carbon trading project
VCS1445,wind,berkeley carbon trading project
VCS1446,mine methane capture,berkeley carbon trading project
VCS1447,wind,berkeley carbon trading project
VCS1448,wind,berkeley carbon trading project
VCS1449,hydropower,berkeley carbon trading project
VCS145,wind,berkeley carbon trading project
VCS1450,biomass,berkeley carbon trading project
VCS1451,wind,berkeley carbon trading project
VCS1452,biomass,berkeley carbon trading project
VCS1453,solar - centralized,berkeley carbon trading project
VCS1454,grid expansion & mini-grids,berkeley carbon trading project
VCS1455,redd+,berkeley carbon trading project
VCS1456,hydropower,berkeley carbon trading project
VCS1457,waste heat recovery,berkeley carbon trading project
VCS1458,hydropower,berkeley carbon trading project
VCS1459,hydropower,berkeley carbon trading project
VCS146,biomass,berkeley carbon trading project
VCS1460,hydropower,berkeley carbon trading project
VCS1461,solar - centralized,berkeley carbon trading project
VCS1463,wetland restoration,berkeley carbon trading project
VCS1464,hydropower,berkeley carbon trading project
VCS1465,wind,berkeley carbon trading project
VCS1467,wind,berkeley carbon trading project
VCS1468,sustainable grassland management,berkeley carbon trading project
VCS1469,wind,berkeley carbon trading project
VCS147,wind,berkeley carbon trading project
VCS1470,wind,berkeley carbon trading project
VCS1471,wind,berkeley carbon trading project
VCS1472,wind,berkeley carbon trading project
VCS1473,hydropower,berkeley carbon trading project
VCS1476,wind,berkeley carbon trading project
VCS1477,redd+,berkeley carbon trading project
VCS1478,wind,berkeley carbon trading project
VCS1479,wind,berkeley carbon trading project
VCS148,wind,berkeley carbon trading project
VCS1480,wind,berkeley carbon trading project
VCS1481,wind,berkeley carbon trading project
VCS1482,wind,berkeley carbon trading project
VCS1483,solar - centralized,berkeley carbon trading project
VCS1484,hydropower,berkeley carbon trading project
VCS1485,hydropower,berkeley carbon trading project
VCS1486,solar - centralized,berkeley carbon trading project
VCS1489,wind,berkeley carbon trading project
VCS149,wind,berkeley carbon trading project
VCS1490,natural gas electricity generation,berkeley carbon trading project
VCS1491,hydropower,berkeley carbon trading project
VCS1492,wind,berkeley carbon trading project
VCS1493,wetland restoration,berkeley carbon trading project
VCS1494,hydropower,berkeley carbon trading project
VCS1495,solar - distributed,berkeley carbon trading project
VCS1496,afforestation/reforestation,berkeley carbon trading project
VCS1497,re bundled,berkeley carbon trading project
VCS1498,redd+,berkeley carbon trading project
VCS1499,hydropower,berkeley carbon trading project
VCS15,methane recovery in wastewater,berkeley carbon trading project
VCS150,wind,berkeley carbon trading project
VCS1500,hydropower,berkeley carbon trading project
VCS1501,improved forest management,berkeley carbon trading project
VCS1502,propylene oxide production,berkeley carbon trading project
VCS1503,redd+,berkeley carbon trading project
VCS1504,wind,berkeley carbon trading project
VCS1505,hydropower,berkeley carbon trading project
VCS1506,hydropower,berkeley carbon trading project
VCS1507,biomass,berkeley carbon trading project
VCS1508,biomass,berkeley carbon trading project
VCS1509,hydropower,berkeley carbon trading project
VCS151,natural gas electricity generation,berkeley carbon trading project
VCS1510,landfill methane,berkeley carbon trading project
VCS1512,n2o destruction in nitric acid production,berkeley carbon trading project
VCS1513,wind,berkeley carbon trading project
VCS1514,landfill methane,berkeley carbon trading project
VCS1515,n2o destruction in nitric acid production,berkeley carbon trading project
VCS1516,manure methane digester,berkeley carbon trading project
VCS1517,manure methane digester,berkeley carbon trading project
VCS1518,wind,berkeley carbon trading project
VCS1519,wind,berkeley carbon trading project
VCS152,wind,berkeley carbon trading project
VCS1520,wind,berkeley carbon trading project
VCS1521,wind,berkeley carbon trading project
VCS1522,hydropower,berkeley carbon trading project
VCS1523,wind,berkeley carbon trading project
VCS1524,natural gas electricity generation,berkeley carbon trading project
VCS1525,wind,berkeley carbon trading project
VCS1526,wind,berkeley carbon trading project
VCS1527,landfill methane,berkeley carbon trading project
VCS1528,landfill methane,berkeley carbon trading project
VCS1529,improved forest management,berkeley carbon trading project
VCS153,biomass,berkeley carbon trading project
VCS1530,afforestation/reforestation,berkeley carbon trading project
VCS1532,redd+,berkeley carbon trading project
VCS1533,solid waste separation,berkeley carbon trading project
VCS1534,wind,berkeley carbon trading project
VCS1535,biomass,berkeley carbon trading project
VCS1536,solar - centralized,berkeley carbon trading project
VCS1537,hydropower,berkeley carbon trading project
VCS1538,afforestation/reforestation,berkeley carbon trading project
VCS1539,biomass,berkeley carbon trading project
VCS154,hydropower,berkeley carbon trading project
VCS1541,redd+,berkeley carbon trading project
VCS1542,improved forest management,berkeley carbon trading project
VCS1543,afforestation/reforestation,berkeley carbon trading project
VCS1544,improved forest management,berkeley carbon trading project
VCS1545,solar - centralized,berkeley carbon trading project
VCS1546,wind,berkeley carbon trading project
VCS1547,biomass,berkeley carbon trading project
VCS1548,energy efficiency,berkeley carbon trading project
VCS1549,brick manufacturing emission reductions,berkeley carbon trading project
VCS155,mine methane capture,berkeley carbon trading project
VCS1550,landfill methane,berkeley carbon trading project
VCS1551,wind,berkeley carbon trading project
VCS1552,hydropower,berkeley carbon trading project
VCS1553,biomass,berkeley carbon trading project
VCS1554,hydropower,berkeley carbon trading project
VCS1557,hydropower,berkeley carbon trading project
VCS1558,afforestation/reforestation,berkeley carbon trading project
